cirp	228	A new generation of proto-oncogenes: cold-inducible RNA binding proteins.
cirp	228	Cold-inducible RNA-binding protein (CIRP) regulates target mRNA stabilization in the mouse testis.
cirp	228	Cold-inducible RNA-binding protein is an important mediator of alcohol-induced brain inflammation.
cirp	228	Stress response protein cirp links inflammation and tumorigenesis in colitis-associated cancer.
cirp	228	Cold-inducible RNA-binding protein (CIRP) triggers inflammatory responses in hemorrhagic shock and sepsis.
cirp	228	Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice.
cirp	228	A glycine-rich RNA-binding protein mediating cold-inducible suppression of mammalian cell growth.
cirp	228	Adaptation of Chinese hamster ovary cells to low culture temperature: cell growth and recombinant protein production.
expression	155	Mild hypothermia facilitates the expression of cold-inducible RNA-binding protein and heat shock protein 70.1 in mouse brain.
expression	155	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
expression	155	Potential contributions of heat shock proteins to temperature-dependent sex determination in the American alligator.
expression	155	Cold-inducible RNA-binding protein promotes the development of liver cancer.
expression	155	Subtractive screen of potential limb regeneration related genes from Pachytriton brevipes.
expression	155	The protective role of antifreeze protein 3 on the structure and function of mature mouse oocytes in vitrification.
expression	155	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
expression	155	Impact of Thermal Stress on Kidney-Specific Gene Expression in Farmed Regional and Imported Rainbow Trout.
expression	155	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
expression	155	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
expression	155	A Novel Candidate Gene for Temperature-Dependent Sex Determination in the Common Snapping Turtle.
expression	155	Cloning, expression, and purification of cold inducible RNA-binding protein and its neuroprotective mechanism of action.
expression	155	Cold shock response in mammalian cells.
expression	155	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally.
expression	155	In vitro development and gene expression of frozen-thawed 8-cell stage mouse embryos following slow freezing or vitrification.
expression	155	Differential gene expressions in testes of L2 strain Taiwan country chicken in response to acute heat stress.
expression	155	Cold-inducible RNA-binding protein, CIRP, inhibits DNA damage-induced apoptosis by regulating p53.
expression	155	Cold-inducible RNA binding protein inhibits HO-induced apoptosis in rat cortical neurons.
expression	155	Blocking cold-inducible RNA-binding protein protects liver from ischemia-reperfusion injury.
expression	155	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
expression	155	The cold-inducible RNA-binding protein migrates from the nucleus to cytoplasmic stress granules by a methylation-dependent mechanism and acts as a translational repressor.
expression	155	Protein overexpression of CIRP and TLR4 in oral squamous cell carcinoma: an immunohistochemical and clinical correlation analysis.
expression	155	NF-B-dependent role for cold-inducible RNA binding protein in regulating interleukin 1.
expression	155	Acute phase gene expression in mice exposed to the marine neurotoxin domoic acid.
expression	155	Cold-inducible RNA binding protein (CIRP) expression is modulated by alternative mRNAs.
expression	155	Decreased expression of cold-inducible RNA-binding protein (CIRP) in male germ cells at elevated temperature.
expression	155	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
expression	155	Effects of Mild Chronic Intermittent Cold Exposure on Rat Organs.
expression	155	The protective effect of Cold-inducible RNA-binding protein (CIRP) on testicular torsion/detorsion: an experimental study in mice.
expression	155	Down-regulation of cold-inducible RNA-binding protein does not improve hypothermic growth of Chinese hamster ovary cells producing erythropoietin.
expression	155	Effects of moderate and deep hypothermia on RNA-binding proteins RBM3 and CIRP expressions in murine hippocampal brain slices.
expression	155	Comparative efficacies of six different media for cryopreservation of immature buffalo (Bubalus bubalis) calf testis.
expression	155	Expression of cold-inducible RNA-binding protein in the normal endometrium, endometrial hyperplasia, and endometrial carcinoma.
expression	155	Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice.
expression	155	Identification of a novel enhancer that binds Sp1 and contributes to induction of cold-inducible RNA-binding protein (cirp) expression in mammalian cells.
expression	155	Tumor necrosis factor and transforming growth factor  regulate clock genes by controlling the expression of the cold inducible RNA-binding protein (CIRBP).
expression	155	Cirp protects against tumor necrosis factor-alpha-induced apoptosis via activation of extracellular signal-regulated kinase.
expression	155	Impact of a mild scrotal heat stress on DNA integrity in murine spermatozoa.
expression	155	Effects of ischemia and H2O2 on the cold stress protein CIRP expression in rat neuronal cells.
expression	155	Ketogenic diet and fasting induce the expression of cold-inducible RNA-binding protein with time-dependent hypothermia in the mouse liver.
expression	155	Diurnal change of the cold-inducible RNA-binding protein (Cirp) expression in mouse brain.
expression	155	Cancer inhibition through circadian reprogramming of tumor transcriptome with meal timing.
expression	155	Cold-inducible RNA-binding protein is an important mediator of alcohol-induced brain inflammation.
expression	155	Involvement of Cold Inducible RNA-Binding Protein in Severe Hypoxia-Induced Growth Arrest of Neural Stem Cells In Vitro.
expression	155	Cold-induced RNA-binding proteins regulate circadian gene expression by controlling alternative polyadenylation.
expression	155	Stress response protein cirp links inflammation and tumorigenesis in colitis-associated cancer.
expression	155	Expression of cold-inducible RNA-binding protein (CIRP) in pituitary adenoma and its relationships with tumor recurrence.
expression	155	Downregulation of cold-inducible RNA-binding protein activates mitogen-activated protein kinases and impairs spermatogenic function in mouse testes.
expression	155	Adaptation of Chinese hamster ovary cells to low culture temperature: cell growth and recombinant protein production.
expression	155	A glycine-rich RNA-binding protein mediating cold-inducible suppression of mammalian cell growth.
expression	155	Moderate low temperature preserves the stemness of neural stem cells and suppresses apoptosis of the cells via activation of the cold-inducible RNA binding protein.
protein	121	Mild hypothermia facilitates the expression of cold-inducible RNA-binding protein and heat shock protein 70.1 in mouse brain.
protein	121	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
protein	121	Potential contributions of heat shock proteins to temperature-dependent sex determination in the American alligator.
protein	121	Cold-inducible RNA-binding protein promotes the development of liver cancer.
protein	121	The protective role of antifreeze protein 3 on the structure and function of mature mouse oocytes in vitrification.
protein	121	Cloning and characterization of human CIRP (cold-inducible RNA-binding protein) cDNA and chromosomal assignment of the gene.
protein	121	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
protein	121	Impact of Thermal Stress on Kidney-Specific Gene Expression in Farmed Regional and Imported Rainbow Trout.
protein	121	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
protein	121	Cold-inducible RNA-binding protein mediates neuroinflammation in cerebral ischemia.
protein	121	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
protein	121	Methylation of Xenopus CIRP2 regulates its arginine- and glycine-rich region-mediated nucleocytoplasmic distribution.
protein	121	A Novel Candidate Gene for Temperature-Dependent Sex Determination in the Common Snapping Turtle.
protein	121	Cloning, expression, and purification of cold inducible RNA-binding protein and its neuroprotective mechanism of action.
protein	121	Cold shock response in mammalian cells.
protein	121	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally.
protein	121	Cirp protects against tumor necrosis factor-alpha-induced apoptosis via activation of extracellular signal-regulated kinase.
protein	121	HLA-DR expression, cytokines and bioactive lipids in sepsis.
protein	121	Differential gene expressions in testes of L2 strain Taiwan country chicken in response to acute heat stress.
protein	121	Cold-inducible RNA binding protein inhibits HO-induced apoptosis in rat cortical neurons.
protein	121	Blocking cold-inducible RNA-binding protein protects liver from ischemia-reperfusion injury.
protein	121	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
protein	121	The cold-inducible RNA-binding protein migrates from the nucleus to cytoplasmic stress granules by a methylation-dependent mechanism and acts as a translational repressor.
protein	121	Protein overexpression of CIRP and TLR4 in oral squamous cell carcinoma: an immunohistochemical and clinical correlation analysis.
protein	121	NF-B-dependent role for cold-inducible RNA binding protein in regulating interleukin 1.
protein	121	Cold-inducible RNA binding protein (CIRP) expression is modulated by alternative mRNAs.
protein	121	Decreased expression of cold-inducible RNA-binding protein (CIRP) in male germ cells at elevated temperature.
protein	121	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
protein	121	Effects of Mild Chronic Intermittent Cold Exposure on Rat Organs.
protein	121	The protective effect of Cold-inducible RNA-binding protein (CIRP) on testicular torsion/detorsion: an experimental study in mice.
protein	121	Overexpression of CIRP may reduce testicular damage induced by cryptorchidism.
protein	121	Down-regulation of cold-inducible RNA-binding protein does not improve hypothermic growth of Chinese hamster ovary cells producing erythropoietin.
protein	121	Expression of cold-inducible RNA-binding protein (CIRP) in pituitary adenoma and its relationships with tumor recurrence.
protein	121	Comparative efficacies of six different media for cryopreservation of immature buffalo (Bubalus bubalis) calf testis.
protein	121	Cold stress protein RBM3 responds to temperature change in an ultra-sensitive manner in young neurons.
protein	121	Expression of cold-inducible RNA-binding protein in the normal endometrium, endometrial hyperplasia, and endometrial carcinoma.
protein	121	Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice.
protein	121	Screening and identification of differentially expressed genes from chickens infected with Newcastle disease virus by suppression subtractive hybridization.
protein	121	Identification of a novel enhancer that binds Sp1 and contributes to induction of cold-inducible RNA-binding protein (cirp) expression in mammalian cells.
protein	121	Tumor necrosis factor and transforming growth factor  regulate clock genes by controlling the expression of the cold inducible RNA-binding protein (CIRBP).
protein	121	Effects of moderate and deep hypothermia on RNA-binding proteins RBM3 and CIRP expressions in murine hippocampal brain slices.
protein	121	Oxygen-regulated expression of the RNA-binding proteins RBM3 and CIRP by a HIF-1-independent mechanism.
protein	121	Impact of a mild scrotal heat stress on DNA integrity in murine spermatozoa.
protein	121	Hypothermia protects against fulminant hepatitis in mice by reducing reactive oxygen species production.
protein	121	Effects of ischemia and H2O2 on the cold stress protein CIRP expression in rat neuronal cells.
protein	121	Ketogenic diet and fasting induce the expression of cold-inducible RNA-binding protein with time-dependent hypothermia in the mouse liver.
protein	121	Diurnal change of the cold-inducible RNA-binding protein (Cirp) expression in mouse brain.
protein	121	Solea senegalensis genes responding to lipopolysaccharide and copper sulphate challenges: large-scale identification by suppression subtractive hybridization and absolute quantification of transcriptional profiles by real-time RT-PCR.
protein	121	Cold-inducible RNA-binding protein (CIRP) regulates target mRNA stabilization in the mouse testis.
protein	121	Cold-inducible RNA-binding protein is an important mediator of alcohol-induced brain inflammation.
protein	121	Involvement of Cold Inducible RNA-Binding Protein in Severe Hypoxia-Induced Growth Arrest of Neural Stem Cells In Vitro.
protein	121	Stress response protein cirp links inflammation and tumorigenesis in colitis-associated cancer.
protein	121	Cold-inducible RNA-binding protein (CIRP) triggers inflammatory responses in hemorrhagic shock and sepsis.
protein	121	Downregulation of cold-inducible RNA-binding protein activates mitogen-activated protein kinases and impairs spermatogenic function in mouse testes.
protein	121	Adaptation of Chinese hamster ovary cells to low culture temperature: cell growth and recombinant protein production.
protein	121	A glycine-rich RNA-binding protein mediating cold-inducible suppression of mammalian cell growth.
protein	121	Down-regulating cold shock protein genes impairs cancer cell survival and enhances chemosensitivity.
protein	121	Moderate low temperature preserves the stemness of neural stem cells and suppresses apoptosis of the cells via activation of the cold-inducible RNA binding protein.
cells	117	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
cells	117	Methylation of Xenopus CIRP2 regulates its arginine- and glycine-rich region-mediated nucleocytoplasmic distribution.
cells	117	Cold-inducible RNA-binding protein promotes the development of liver cancer.
cells	117	Cloning and characterization of human CIRP (cold-inducible RNA-binding protein) cDNA and chromosomal assignment of the gene.
cells	117	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
cells	117	Impact of a mild scrotal heat stress on DNA integrity in murine spermatozoa.
cells	117	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
cells	117	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
cells	117	Cirp protects against tumor necrosis factor-alpha-induced apoptosis via activation of extracellular signal-regulated kinase.
cells	117	Cold shock response in mammalian cells.
cells	117	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally.
cells	117	Identification of a novel enhancer that binds Sp1 and contributes to induction of cold-inducible RNA-binding protein (cirp) expression in mammalian cells.
cells	117	Cold-inducible RNA-binding protein, CIRP, inhibits DNA damage-induced apoptosis by regulating p53.
cells	117	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
cells	117	The cold-inducible RNA-binding protein migrates from the nucleus to cytoplasmic stress granules by a methylation-dependent mechanism and acts as a translational repressor.
cells	117	Cold-inducible RNA binding protein (CIRP) expression is modulated by alternative mRNAs.
cells	117	Decreased expression of cold-inducible RNA-binding protein (CIRP) in male germ cells at elevated temperature.
cells	117	Down-regulation of cold-inducible RNA-binding protein does not improve hypothermic growth of Chinese hamster ovary cells producing erythropoietin.
cells	117	Effects of moderate and deep hypothermia on RNA-binding proteins RBM3 and CIRP expressions in murine hippocampal brain slices.
cells	117	Comparative efficacies of six different media for cryopreservation of immature buffalo (Bubalus bubalis) calf testis.
cells	117	Expression of cold-inducible RNA-binding protein in the normal endometrium, endometrial hyperplasia, and endometrial carcinoma.
cells	117	Tumor necrosis factor and transforming growth factor  regulate clock genes by controlling the expression of the cold inducible RNA-binding protein (CIRBP).
cells	117	Oxygen-regulated expression of the RNA-binding proteins RBM3 and CIRP by a HIF-1-independent mechanism.
cells	117	Cancer cell-selective killing polymer/copper combination.
cells	117	Effects of ischemia and H2O2 on the cold stress protein CIRP expression in rat neuronal cells.
cells	117	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
cells	117	A new generation of proto-oncogenes: cold-inducible RNA binding proteins.
cells	117	Cold-inducible RNA-binding protein is an important mediator of alcohol-induced brain inflammation.
cells	117	Involvement of Cold Inducible RNA-Binding Protein in Severe Hypoxia-Induced Growth Arrest of Neural Stem Cells In Vitro.
cells	117	Stress response protein cirp links inflammation and tumorigenesis in colitis-associated cancer.
cells	117	Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice.
cells	117	Adaptation of Chinese hamster ovary cells to low culture temperature: cell growth and recombinant protein production.
cells	117	A glycine-rich RNA-binding protein mediating cold-inducible suppression of mammalian cell growth.
cells	117	Down-regulating cold shock protein genes impairs cancer cell survival and enhances chemosensitivity.
cells	117	Moderate low temperature preserves the stemness of neural stem cells and suppresses apoptosis of the cells via activation of the cold-inducible RNA binding protein.
genes	66	Mild hypothermia facilitates the expression of cold-inducible RNA-binding protein and heat shock protein 70.1 in mouse brain.
genes	66	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
genes	66	Potential contributions of heat shock proteins to temperature-dependent sex determination in the American alligator.
genes	66	Subtractive screen of potential limb regeneration related genes from Pachytriton brevipes.
genes	66	The protective role of antifreeze protein 3 on the structure and function of mature mouse oocytes in vitrification.
genes	66	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
genes	66	Impact of Thermal Stress on Kidney-Specific Gene Expression in Farmed Regional and Imported Rainbow Trout.
genes	66	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
genes	66	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
genes	66	A Novel Candidate Gene for Temperature-Dependent Sex Determination in the Common Snapping Turtle.
genes	66	Differential gene expressions in testes of L2 strain Taiwan country chicken in response to acute heat stress.
genes	66	Cold-inducible RNA-binding protein, CIRP, inhibits DNA damage-induced apoptosis by regulating p53.
genes	66	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
genes	66	Protein overexpression of CIRP and TLR4 in oral squamous cell carcinoma: an immunohistochemical and clinical correlation analysis.
genes	66	Acute phase gene expression in mice exposed to the marine neurotoxin domoic acid.
genes	66	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
genes	66	Screening and identification of differentially expressed genes from chickens infected with Newcastle disease virus by suppression subtractive hybridization.
genes	66	Tumor necrosis factor and transforming growth factor  regulate clock genes by controlling the expression of the cold inducible RNA-binding protein (CIRBP).
genes	66	Oxygen-regulated expression of the RNA-binding proteins RBM3 and CIRP by a HIF-1-independent mechanism.
genes	66	Cancer cell-selective killing polymer/copper combination.
genes	66	Ketogenic diet and fasting induce the expression of cold-inducible RNA-binding protein with time-dependent hypothermia in the mouse liver.
genes	66	Cancer inhibition through circadian reprogramming of tumor transcriptome with meal timing.
genes	66	Solea senegalensis genes responding to lipopolysaccharide and copper sulphate challenges: large-scale identification by suppression subtractive hybridization and absolute quantification of transcriptional profiles by real-time RT-PCR.
genes	66	Cold-induced RNA-binding proteins regulate circadian gene expression by controlling alternative polyadenylation.
cell	64	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
cell	64	Cloning and characterization of human CIRP (cold-inducible RNA-binding protein) cDNA and chromosomal assignment of the gene.
cell	64	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
cell	64	Impact of Thermal Stress on Kidney-Specific Gene Expression in Farmed Regional and Imported Rainbow Trout.
cell	64	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
cell	64	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
cell	64	Cold shock response in mammalian cells.
cell	64	In vitro development and gene expression of frozen-thawed 8-cell stage mouse embryos following slow freezing or vitrification.
cell	64	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
cell	64	Protein overexpression of CIRP and TLR4 in oral squamous cell carcinoma: an immunohistochemical and clinical correlation analysis.
cell	64	Acute phase gene expression in mice exposed to the marine neurotoxin domoic acid.
cell	64	Decreased expression of cold-inducible RNA-binding protein (CIRP) in male germ cells at elevated temperature.
cell	64	Down-regulation of cold-inducible RNA-binding protein does not improve hypothermic growth of Chinese hamster ovary cells producing erythropoietin.
cell	64	Impact of a mild scrotal heat stress on DNA integrity in murine spermatozoa.
cell	64	Effects of moderate and deep hypothermia on RNA-binding proteins RBM3 and CIRP expressions in murine hippocampal brain slices.
cell	64	Comparative efficacies of six different media for cryopreservation of immature buffalo (Bubalus bubalis) calf testis.
cell	64	Expression of cold-inducible RNA-binding protein in the normal endometrium, endometrial hyperplasia, and endometrial carcinoma.
cell	64	Downregulation of cold-inducible RNA-binding protein activates mitogen-activated protein kinases and impairs spermatogenic function in mouse testes.
cell	64	Oxygen-regulated expression of the RNA-binding proteins RBM3 and CIRP by a HIF-1-independent mechanism.
cell	64	Cancer cell-selective killing polymer/copper combination.
cell	64	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
cell	64	Cancer inhibition through circadian reprogramming of tumor transcriptome with meal timing.
cell	64	Solea senegalensis genes responding to lipopolysaccharide and copper sulphate challenges: large-scale identification by suppression subtractive hybridization and absolute quantification of transcriptional profiles by real-time RT-PCR.
cell	64	Involvement of Cold Inducible RNA-Binding Protein in Severe Hypoxia-Induced Growth Arrest of Neural Stem Cells In Vitro.
cell	64	Stress response protein cirp links inflammation and tumorigenesis in colitis-associated cancer.
cell	64	Moderate low temperature preserves the stemness of neural stem cells and suppresses apoptosis of the cells via activation of the cold-inducible RNA binding protein.
cell	64	Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice.
cell	64	A glycine-rich RNA-binding protein mediating cold-inducible suppression of mammalian cell growth.
cell	64	Down-regulating cold shock protein genes impairs cancer cell survival and enhances chemosensitivity.
cell	64	Adaptation of Chinese hamster ovary cells to low culture temperature: cell growth and recombinant protein production.
cirbp	59	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
cirbp	59	Potential contributions of heat shock proteins to temperature-dependent sex determination in the American alligator.
cirbp	59	Subtractive screen of potential limb regeneration related genes from Pachytriton brevipes.
cirbp	59	The protective role of antifreeze protein 3 on the structure and function of mature mouse oocytes in vitrification.
cirbp	59	Acute heat stress induces differential gene expressions in the testes of a broiler-type strain of Taiwan country chickens.
cirbp	59	Impact of Thermal Stress on Kidney-Specific Gene Expression in Farmed Regional and Imported Rainbow Trout.
cirbp	59	Effects of mild cold shock (25C) followed by warming up at 37C on the cellular stress response.
cirbp	59	A Novel Candidate Gene for Temperature-Dependent Sex Determination in the Common Snapping Turtle.
cirbp	59	Breakpoint determination of 15 large deletions in Peutz-Jeghers subjects.
cirbp	59	HLA-DR expression, cytokines and bioactive lipids in sepsis.
cirbp	59	Differential gene expressions in testes of L2 strain Taiwan country chicken in response to acute heat stress.
cirbp	59	NF-B-dependent role for cold-inducible RNA binding protein in regulating interleukin 1.
cirbp	59	Acute phase gene expression in mice exposed to the marine neurotoxin domoic acid.
cirbp	59	Effects of Mild Chronic Intermittent Cold Exposure on Rat Organs.
cirbp	59	Comparative efficacies of six different media for cryopreservation of immature buffalo (Bubalus bubalis) calf testis.
cirbp	59	Screening and identification of differentially expressed genes from chickens infected with Newcastle disease virus by suppression subtractive hybridization.
cirbp	59	Identification of a novel enhancer that binds Sp1 and contributes to induction of cold-inducible RNA-binding protein (cirp) expression in mammalian cells.
cirbp	59	Tumor necrosis factor and transforming growth factor  regulate clock genes by controlling the expression of the cold inducible RNA-binding protein (CIRBP).
cirbp	59	Cancer cell-selective killing polymer/copper combination.
cirbp	59	Ketogenic diet and fasting induce the expression of cold-inducible RNA-binding protein with time-dependent hypothermia in the mouse liver.
cirbp	59	Cancer inhibition through circadian reprogramming of tumor transcriptome with meal timing.
cirbp	59	Solea senegalensis genes responding to lipopolysaccharide and copper sulphate challenges: large-scale identification by suppression subtractive hybridization and absolute quantification of transcriptional profiles by real-time RT-PCR.
cirbp	59	Involvement of Cold Inducible RNA-Binding Protein in Severe Hypoxia-Induced Growth Arrest of Neural Stem Cells In Vitro.
cirbp	59	Cold-induced RNA-binding proteins regulate circadian gene expression by controlling alternative polyadenylation.
cirbp	59	Down-regulating cold shock protein genes impairs cancer cell survival and enhances chemosensitivity.
rna-binding	56	Mild hypothermia facilitates the expression of cold-inducible RNA-binding protein and heat shock protein 70.1 in mouse brain.
rna-binding	56	Effect of moderate hypothermia on gene expression by THP-1 cells: a DNA microarray study.
rna-binding	56	Methylation of Xenopus CIRP2 regulates its arginine- and glycine-rich region-mediated nucleocytoplasmic distribution.
rna-binding	56	Cold-inducible RNA-binding protein promotes the development of liver cancer.
rna-binding	56	The protective role of antifreeze protein 3 on the structure and function of mature mouse oocytes in vitrification.
rna-binding	56	Cloning and characterization of human CIRP (cold-inducible RNA-binding protein) cDNA and chromosomal assignment of the gene.
rna-binding	56	Expression of cold-inducible RNA-binding protein (CIRP) in pituitary adenoma and its relationships with tumor recurrence.
rna-binding	56	Analysis of gene expression profiles reveals the regulatory network of cold-inducible RNA-binding protein mediating the growth of BHK-21 cells.
rna-binding	56	The protective effect of Cold-inducible RNA-binding protein (CIRP) on testicular torsion/detorsion: an experimental study in mice.
rna-binding	56	Cloning, expression, and purification of cold inducible RNA-binding protein and its neuroprotective mechanism of action.
rna-binding	56	Cold shock response in mammalian cells.
rna-binding	56	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally.
rna-binding	56	Identification of a novel enhancer that binds Sp1 and contributes to induction of cold-inducible RNA-binding protein (cirp) expression in mammalian cells.
rna-binding	56	Cold-inducible RNA binding protein inhibits HO-induced apoptosis in rat cortical neurons.
rna-binding	56	Blocking cold-inducible RNA-binding protein protects liver from ischemia-reperfusion injury.
rna-binding	56	Cold-inducible RNA-binding protein bypasses replicative senescence in primary cells through extracellular signal-regulated kinase 1 and 2 activation.
rna-binding	56	The cold-inducible RNA-binding protein migrates from the nucleus to cytoplasmic stress granules by a methylation-dependent mechanism and acts as a translational repressor.
rna-binding	56	Protein overexpression of CIRP and TLR4 in oral squamous cell carcinoma: an immunohistochemical and clinical correlation analysis.
rna-binding	56	Decreased expression of cold-inducible RNA-binding protein (CIRP) in male germ cells at elevated temperature.
rna-binding	56	Overexpression of cold-inducible RNA-binding protein increases interferon-gamma production in Chinese-hamster ovary cells.
rna-binding	56	Cold-inducible RNA-binding protein mediates neuroinflammation in cerebral ischemia.
rna-binding	56	Overexpression of CIRP may reduce testicular damage induced by cryptorchidism.
rna-binding	56	Down-regulation of cold-inducible RNA-binding protein does not improve hypothermic growth of Chinese hamster ovary cells producing erythropoietin.
